time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-17T19:12:36.000Z,63.5246,-151.0207,10.6,0.5,ml,,,,0.63,ak,ak11720972,2015-09-28T16:50:29.165Z,"104km W of Cantwell, Alaska",earthquake
2015-09-17T19:11:18.390Z,-30.3137,-72.1904,4.28,4.4,mb,,92,0.598,1.35,us,us20003kta,2015-09-18T19:22:40.040Z,"90km WSW of Coquimbo, Chile",earthquake
2015-09-17T19:05:12.960Z,33.833,-117.1733333,0.017,0.99,ml,36,51,0.03903,0.23,ci,ci37244199,2015-09-17T19:46:44.245Z,"4km NW of Nuevo, California",quarry blast
2015-09-17T19:03:43.140Z,36.0365,-117.5828333,5.805,0.42,ml,10,97,0.079,0.13,ci,ci37244207,2015-09-17T20:17:00.861Z,"31km ENE of Little Lake, California",earthquake
2015-09-17T19:02:55.990Z,46.0078333,-112.4743333,-2,1.5,md,8,99,0.186,0.09,mb,mb80098364,2015-09-17T19:27:00.080Z,"4km E of Butte, Montana",quarry blast
2015-09-17T18:53:29.425Z,39.5841,-119.974,2.4,0.3,ml,5,102.81,0.026,0.0957,nn,nn00511217,2015-09-18T13:36:02.484Z,"7km N of Verdi, Nevada",earthquake
2015-09-17T18:51:58.510Z,-30.3813,-72.603,10.46,4.6,mb,,145,0.884,1.28,us,us20003kw6,2015-09-18T02:54:27.450Z,"130km WSW of Coquimbo, Chile",earthquake
2015-09-17T18:45:01.002Z,37.3991,-117.0731,15.9,0,ml,5,276.01,0.379,0.0745,nn,nn00511987,2015-09-24T00:49:58.489Z,"37km SSE of Goldfield, Nevada",earthquake
2015-09-17T18:40:08.390Z,34.4536667,-119.0666667,14.287,1.68,ml,31,46,0.06088,0.28,ci,ci37244183,2015-09-17T19:26:54.358Z,"11km N of Santa Paula, California",earthquake
2015-09-17T18:39:30.190Z,34.4628333,-119.047,10.981,1.55,ml,25,49,0.07913,0.29,ci,ci37244175,2015-09-17T19:17:02.667Z,"12km N of Santa Paula, California",earthquake
2015-09-17T18:34:16.910Z,24.5661,94.6695,78.23,4.8,mb,,52,2.739,0.8,us,us20003kra,2015-09-18T05:03:40.737Z,"62km E of Yairipok, India",earthquake
2015-09-17T18:29:05.000Z,62.3266,-150.9326,74,2.3,ml,,,,0.44,ak,ak11708983,2015-09-23T01:29:33.621Z,"42km W of Talkeetna, Alaska",earthquake
2015-09-17T18:26:40.160Z,-31.7775,-72.0219,4.45,4.9,mb,,72,1.149,0.88,us,us20003kqq,2015-09-17T23:27:45.540Z,"82km WSW of Illapel, Chile",earthquake
2015-09-17T18:18:28.000Z,63.679,-149.4937,8.9,0.7,ml,,,,0.46,ak,ak11708980,2015-09-23T01:25:30.662Z,"32km SW of Healy, Alaska",earthquake
2015-09-17T18:07:45.360Z,33.5975,-116.8105,8.928,0.5,ml,16,83,0.03891,0.1,ci,ci37244159,2015-09-17T18:30:37.299Z,"14km WNW of Anza, California",earthquake
2015-09-17T18:07:19.000Z,60.0251,-152.8368,100.3,1.6,ml,,,,0.37,ak,ak11720969,2015-09-23T01:26:08.689Z,"51km S of Redoubt Volcano, Alaska",earthquake
2015-09-17T18:04:41.370Z,-30.8507,-71.9999,12.76,4.5,mb,,112,0.36,0.78,us,us20003kpk,2015-09-18T02:07:29.732Z,"81km WSW of Ovalle, Chile",earthquake
2015-09-17T17:58:29.680Z,-30.8389,-71.4861,42.38,4.4,mb,,78,0.208,0.77,us,us20003kpf,2015-09-18T02:01:02.362Z,"38km SW of Ovalle, Chile",earthquake
2015-09-17T17:48:13.400Z,38.7466667,-122.703,3.6,2.57,md,46,34,0.05562,0.08,nc,nc72526166,2015-09-18T01:50:50.300Z,"5km SE of The Geysers, California",earthquake
2015-09-17T17:48:04.530Z,34.3713333,-116.7513333,10.187,1.02,ml,35,110,0.06713,0.19,ci,ci37244151,2015-09-17T18:41:41.953Z,"15km NE of Big Bear City, California",earthquake
2015-09-17T17:44:35.000Z,64.7404,-149.5318,15,0.5,ml,,,,0.67,ak,ak11720968,2015-09-23T01:26:07.989Z,"26km NW of North Nenana, Alaska",earthquake
2015-09-17T17:32:21.580Z,-30.669,-71.6631,28.18,4.7,mb,,145,0.024,0.43,us,us20003knw,2015-09-18T01:34:49.083Z,"45km W of Ovalle, Chile",earthquake
2015-09-17T17:24:02.000Z,62.9237,-151.3574,107.9,1.2,ml,,,,0.45,ak,ak11720967,2015-09-23T01:26:07.313Z,"92km NW of Talkeetna, Alaska",earthquake
2015-09-17T17:17:52.070Z,-30.3198,-72.094,17.43,4.4,mb,,149,0.53,1.73,us,us20003knn,2015-09-18T01:20:32.007Z,"82km WSW of Coquimbo, Chile",earthquake
2015-09-17T17:06:11.110Z,38.8096667,-122.8143333,2.44,1.13,md,14,81,0.01496,0.04,nc,nc72526161,2015-09-17T20:20:32.710Z,"6km NW of The Geysers, California",earthquake
2015-09-17T17:02:12.010Z,-30.6694,-72.6329,9.59,4.8,mb,,143,0.859,1.11,us,us20003kmk,2015-09-18T01:04:43.838Z,"137km W of Ovalle, Chile",earthquake
2015-09-17T16:52:35.841Z,36.669,-116.3461,7.1,0,ml,16,82.5,0.122,0.1122,nn,nn00511088,2015-09-17T19:33:49.984Z,"45km SE of Beatty, Nevada",earthquake
2015-09-17T16:52:17.790Z,-29.7818,-72.0974,10,5.3,mwr,,58,0.758,1.1,us,us20003kmd,2015-09-18T19:00:44.783Z,"75km WNW of Coquimbo, Chile",earthquake
2015-09-17T16:52:17.010Z,19.4686667,-155.7425,9.675,1.3,md,26,68,0.05162,0.14,hv,hv61040376,2015-09-17T18:15:21.640Z,"12km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-09-17T16:50:08.930Z,33.4953333,-116.4831667,15.986,0.88,ml,34,78,0.05558,0.13,ci,ci37244135,2015-09-17T17:06:18.220Z,"19km ESE of Anza, California",earthquake
2015-09-17T16:47:11.630Z,38.3298333,-122.4131667,9.17,1.2,md,29,81,0.03876,0.09,nc,nc72526151,2015-09-21T23:47:18.770Z,"5km NE of Sonoma, California",earthquake
2015-09-17T16:46:21.880Z,-31.4676,-71.8835,10.12,4.8,mwr,,78,0.819,1.14,us,us20003km8,2015-09-18T18:56:48.076Z,"70km WNW of Illapel, Chile",earthquake
2015-09-17T16:46:13.951Z,37.0432,-117.4813,10.9,0,ml,9,159.84,0.103,0.1423,nn,nn00511084,2015-09-17T19:18:13.928Z,"66km WNW of Beatty, Nevada",earthquake
2015-09-17T16:32:38.060Z,-31.557,-71.9559,23.86,4.1,mwr,,170,0.922,0.92,us,us20003km2,2015-09-18T18:52:17.574Z,"75km W of Illapel, Chile",earthquake
2015-09-17T16:13:09.270Z,19.4938333,-154.9733333,43.479,1.94,md,40,139,0.06418,0.12,hv,hv61040356,2015-09-17T19:38:25.610Z,"4km SSE of Ainaloa, Hawaii",earthquake
2015-09-17T16:09:42.390Z,33.6241667,-116.667,17.368,0.77,ml,34,46,0.04498,0.12,ci,ci37244119,2015-09-17T16:40:57.496Z,"8km N of Anza, California",earthquake
2015-09-17T16:08:35.470Z,-30.9007,-71.3674,35,5.3,mwr,,99,1.97,0.66,us,us20003klt,2015-09-18T18:49:59.451Z,"37km SSW of Ovalle, Chile",earthquake
2015-09-17T16:05:53.510Z,37.5208333,-121.8911667,8.62,1.06,md,14,79,0.0196,0.1,nc,nc72526146,2015-09-21T23:46:48.190Z,"9km ESE of Fremont, California",earthquake
2015-09-17T16:02:55.000Z,62.4529,-151.2206,75.9,1.3,ml,,,,0.32,ak,ak11708323,2015-09-23T01:26:40.524Z,"59km WNW of Talkeetna, Alaska",earthquake
2015-09-17T15:38:34.000Z,36.8599,-117.6055,6.9,0.4,ml,7,246.19,0.17,0.1122,nn,nn00511072,2015-09-17T19:08:57.343Z,"49km NE of Lone Pine, California",earthquake
2015-09-17T15:34:35.000Z,51.7539,-173.7804,20.7,2.2,ml,,,,0.46,ak,ak11708187,2015-09-23T01:25:49.298Z,"57km SSE of Atka, Alaska",earthquake
2015-09-17T15:25:47.000Z,59.873,-152.0694,65.7,2.1,ml,,,,0.67,ak,ak11708136,2015-09-23T01:26:18.675Z,"17km NW of Anchor Point, Alaska",earthquake
2015-09-17T15:22:25.000Z,61.3802,-150.6402,62.8,1.4,ml,,,,0.28,ak,ak11708135,2015-09-23T01:26:20.812Z,"39km WSW of Big Lake, Alaska",earthquake
2015-09-17T15:20:55.320Z,47.6775,-113.7738333,5.85,-0.61,md,4,263,0.227,0.02,mb,mb80098539,2015-09-18T16:00:34.640Z,"27km ENE of Pablo, Montana",earthquake
2015-09-17T15:03:29.500Z,36.8433,-97.8111,4.889,3.1,ml,,110,,0.89,us,us20003klk,2015-09-18T15:13:00.858Z,"7km WNW of Medford, Oklahoma",earthquake
2015-09-17T15:02:39.140Z,36.2176667,-120.7911667,5.77,1.93,md,40,161,0.008351,0.11,nc,nc72526131,2015-09-17T20:26:42.510Z,"30km E of King City, California",earthquake
2015-09-17T15:01:28.400Z,47.5578333,-122.4008333,22.254,0.82,ml,8,209,0.2622,0.19,uw,uw61066647,2015-09-21T19:21:12.470Z,"5km NW of White Center, Washington",earthquake
2015-09-17T15:01:07.050Z,37.5976667,-118.7875,6.73,0.91,md,25,97,0.03392,0.04,nc,nc72526126,2015-09-17T18:56:28.311Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-09-17T15:00:34.290Z,-31.0813,-72.8859,10.09,4.6,mb,,145,2.801,0.66,us,us20003kup,2015-09-18T18:15:52.391Z,"169km WSW of Ovalle, Chile",earthquake
2015-09-17T14:56:15.000Z,51.4966,-176.8056,41.7,3,ml,,,,0.42,ak,ak11708002,2015-09-23T01:26:41.513Z,"43km SSW of Adak, Alaska",earthquake
2015-09-17T14:35:02.080Z,-31.3341,-71.8658,10,4.7,mb,,123,2.525,0.83,us,us20003klf,2015-09-17T23:48:21.806Z,"74km WNW of Illapel, Chile",earthquake
2015-09-17T14:26:00.500Z,18.3006,-65.9665,15,2.2,Md,4,302.4,0.10869615,0.1,pr,pr15260011,2015-09-17T19:48:34.444Z,"3km N of Celada, Puerto Rico",earthquake
2015-09-17T14:24:08.000Z,60.4,-143.1654,11.7,1.2,ml,,,,0.4,ak,ak11707824,2015-09-28T16:50:40.525Z,"55km NW of Cape Yakataga, Alaska",earthquake
2015-09-17T14:19:15.720Z,-30.9516,-71.9819,10,5.5,mb,,131,8.746,1.14,us,us20003kld,2015-09-17T18:05:44.642Z,"84km WSW of Ovalle, Chile",earthquake
2015-09-17T14:10:47.557Z,41.865,-119.6526,10.1,1.7,ml,6,191.41,0.139,0.2036,nn,nn00511069,2015-09-17T19:40:03.145Z,"67km ESE of Lakeview, Oregon",earthquake
2015-09-17T14:05:47.650Z,32.928,-115.5415,7.798,2.34,ml,35,73,0.031,0.24,ci,ci37244087,2015-09-23T22:28:34.122Z,"6km S of Brawley, California",earthquake
2015-09-17T14:05:45.000Z,63.5446,-151.0299,9.1,0.6,ml,,,,0.48,ak,ak11707703,2015-09-23T01:25:47.688Z,"105km W of Cantwell, Alaska",earthquake
2015-09-17T14:02:40.500Z,33.5956667,-116.8148333,8.858,0.37,ml,26,55,0.04239,0.12,ci,ci37244071,2015-09-17T15:54:58.710Z,"14km WNW of Anza, California",earthquake
2015-09-17T13:55:18.500Z,19.3028333,-155.2673333,8.013,1.22,md,43,114,0.03848,0.08,hv,hv61040296,2015-09-18T22:20:24.770Z,"14km SSW of Volcano, Hawaii",earthquake
2015-09-17T13:45:30.900Z,19.1485,-66.1372,37,2.9,Md,4,277.2,0.91179001,0.14,pr,pr15260012,2015-09-17T23:48:07.120Z,"75km N of San Juan, Puerto Rico",earthquake
2015-09-17T13:44:28.000Z,65.1408,-148.6131,20.3,1,ml,,,,0.56,ak,ak11707571,2015-09-28T16:50:38.274Z,"43km NW of Ester, Alaska",earthquake
2015-09-17T13:32:26.110Z,-32.1318,-71.9971,10,5.4,mb,,114,8.662,1.71,us,us20003kl4,2015-09-18T15:55:43.040Z,"80km WNW of La Ligua, Chile",earthquake
2015-09-17T13:30:48.710Z,19.1606674,-155.5133362,42.16,2.41,md,27,124,0.0487,0.17,hv,hv61040286,2015-09-17T17:13:53.550Z,"6km SW of Pahala, Hawaii",earthquake
2015-09-17T13:29:05.490Z,19.1428333,-155.4856667,41.877,1.9,md,42,160,0.02554,0.1,hv,hv61040281,2015-09-17T20:54:23.220Z,"6km S of Pahala, Hawaii",earthquake
2015-09-17T13:21:25.000Z,62.8289,-144.8774,5.8,1.8,ml,,,,0.68,ak,ak11707526,2015-09-23T01:26:21.482Z,"87km NNE of Glennallen, Alaska",earthquake
2015-09-17T13:13:51.000Z,59.0901,-138.1622,8.7,1.9,ml,,,,0.57,ak,ak11720957,2015-09-28T16:50:28.090Z,"102km ESE of Yakutat, Alaska",earthquake
2015-09-17T13:00:14.680Z,35.8503333,-117.801,9.085,1.12,ml,27,32,0.08582,0.14,ci,ci37244063,2015-09-17T15:22:12.782Z,"14km SE of Little Lake, California",earthquake
2015-09-17T12:58:45.937Z,38.471,-118.3782,4.2,0.3,ml,5,137.88,0.048,0.0491,nn,nn00511182,2015-09-18T00:42:52.957Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-17T12:56:36.000Z,52.1853,-169.3868,31,2.1,ml,,,,0.52,ak,ak11720956,2015-09-23T01:26:05.882Z,"90km SSW of Nikolski, Alaska",earthquake
2015-09-17T12:54:09.860Z,35.7326667,-121.108,7.91,1.27,md,24,66,0.03546,0.04,nc,nc72526116,2015-09-17T21:28:09.540Z,"12km NE of San Simeon, California",earthquake
2015-09-17T12:38:09.000Z,59.807,-150.4548,35.3,1.9,ml,,,,0.42,ak,ak11707284,2015-09-23T01:26:24.278Z,"47km E of Fritz Creek, Alaska",earthquake
2015-09-17T12:34:34.980Z,44.4473333,-110.9815,4.32,0.17,md,5,147,0.104,0.13,uu,uu60123657,2015-09-17T16:34:50.010Z,"12km W of Old Faithful Geyser, Wyoming",earthquake
2015-09-17T12:33:16.800Z,18.6191,-67.4931,6,2.7,Md,13,190.8,0.23356197,0.25,pr,pr15260010,2015-09-17T23:48:40.102Z,"40km NW of Rincon, Puerto Rico",earthquake
2015-09-17T12:30:22.260Z,44.4485,-110.975,4.34,0.36,md,5,243,0.1,0.13,uu,uu60123652,2015-09-17T16:25:33.530Z,"11km W of Old Faithful Geyser, Wyoming",earthquake
2015-09-17T12:16:48.200Z,19.0755,-68.5012,15,2.9,Md,5,302.4,0.56953189,0.25,pr,pr15260009,2015-09-17T23:48:03.174Z,"50km NNE of Otra Banda, Dominican Republic",earthquake
2015-09-17T12:15:08.000Z,64.2808,-150.3539,13.9,0.8,ml,,,,0.45,ak,ak11707223,2015-09-23T01:25:46.891Z,"68km WSW of North Nenana, Alaska",earthquake
2015-09-17T12:14:34.650Z,-32.9461,-71.5341,10,5.3,mb,,69,0.115,1.31,us,us20003kkw,2015-09-18T01:57:00.000Z,"8km N of Vina del Mar, Chile",earthquake
2015-09-17T12:09:44.690Z,-32.1934,-72.1827,11.15,5.3,mb,,76,0.946,0.76,us,us20003kkt,2015-09-17T23:10:54.358Z,"94km WNW of La Ligua, Chile",earthquake
2015-09-17T12:09:33.000Z,65.4869,-149.921,7.9,1.1,ml,,,,0.8,ak,ak11707221,2015-09-28T16:50:42.815Z,"63km NNE of Manley Hot Springs, Alaska",earthquake
2015-09-17T12:07:55.000Z,60.0301,-151.6955,80.9,1.2,ml,,,,0.39,ak,ak11720952,2015-09-23T01:26:05.121Z,"29km NNE of Anchor Point, Alaska",earthquake
2015-09-17T12:03:11.000Z,53.8601,-166.8617,3.6,1.6,ml,,,,0.64,ak,ak11707130,2015-09-23T01:25:46.175Z,"21km W of Unalaska, Alaska",earthquake
2015-09-17T12:00:06.000Z,60.5301,-147.8564,13.1,1.3,ml,,,,0.72,ak,ak11720950,2015-09-23T01:26:04.281Z,"52km ESE of Whittier, Alaska",earthquake
2015-09-17T11:57:04.448Z,36.737,-116.0245,8.2,0.1,ml,17,92.45,0.033,0.0997,nn,nn00511061,2015-09-24T13:47:28.717Z,"58km N of Pahrump, Nevada",earthquake
2015-09-17T11:51:21.460Z,37.8308,-118.554,14,0.8,ml,8,111.53,0.212,0.1322,nn,nn00511060,2015-09-17T18:28:19.898Z,"42km ENE of Mammoth Lakes, California",earthquake
2015-09-17T11:49:03.500Z,35.7335,-121.1115,7.76,0.44,md,10,78,0.03269,0.02,nc,nc72526101,2015-09-17T21:23:14.070Z,"12km NE of San Simeon, California",earthquake
2015-09-17T11:40:55.950Z,33.7283333,-116.793,16.658,0.85,ml,23,108,0.06717,0.11,ci,ci37244047,2015-09-17T15:13:18.989Z,"7km W of Idyllwild, California",earthquake
2015-09-17T11:40:38.000Z,61.1816,-146.9795,0,1.5,ml,,,,0.49,ak,ak11707015,2015-09-23T01:26:39.169Z,"34km W of Valdez, Alaska",earthquake
2015-09-17T11:37:07.000Z,64.9098,-149.8604,16.8,2.1,ml,,,,0.66,ak,ak11707006,2015-09-23T01:26:25.709Z,"37km ESE of Manley Hot Springs, Alaska",earthquake
2015-09-17T11:37:04.000Z,19.097,-66.152,12,3.1,Md,3,291.6,0.86687425,0.27,pr,pr15260008,2015-09-17T23:48:26.123Z,"69km N of San Juan, Puerto Rico",earthquake
2015-09-17T11:35:43.000Z,51.3369,-179.9839,19.7,3,ml,,,,0.57,ak,ak11707004,2015-09-23T01:27:04.936Z,"61km W of Amatignak Island, Alaska",earthquake
2015-09-17T11:33:50.000Z,62.4248,-148.9025,45.4,1.7,ml,,,,0.38,ak,ak11707001,2015-09-23T01:26:25.047Z,"57km ENE of Y, Alaska",earthquake
2015-09-17T11:32:05.500Z,19.0937,-66.1009,31,3.1,Md,16,226.8,0.73572022,0.23,pr,pr15260004,2015-09-17T23:10:02.622Z,"69km N of San Juan, Puerto Rico",earthquake
2015-09-17T11:30:47.800Z,19.0247,-66.0989,12,3,Md,12,241.2,0.67912635,0.4,pr,pr15260003,2015-09-17T23:10:47.793Z,"61km N of San Juan, Puerto Rico",earthquake
2015-09-17T11:24:00.320Z,37.6153333,-118.9288333,5.42,0.34,md,15,154,0.01123,0.03,nc,nc72526091,2015-09-17T16:30:56.530Z,"5km SE of Mammoth Lakes, California",earthquake
2015-09-17T11:22:21.300Z,19.0939,-66.1129,12,3.6,Md,25,201.6,0.7285337,0.38,pr,pr15260002,2015-09-17T23:10:31.609Z,"69km N of San Juan, Puerto Rico",earthquake
2015-09-17T11:14:52.580Z,37.4778333,-118.7805,4.63,0.72,md,17,153,0.1185,0.07,nc,nc72526086,2015-09-17T16:21:54.570Z,"25km SE of Mammoth Lakes, California",earthquake
2015-09-17T11:07:53.900Z,19.1061,-67.7474,48,3,Md,11,248.4,0.76177136,0.64,pr,pr15260006,2015-09-17T23:48:11.364Z,"90km NE of Punta Cana, Dominican Republic",earthquake
2015-09-17T11:07:00.000Z,57.1486,-151.0325,12,2.4,ml,,,,0.56,ak,ak11720945,2015-09-28T17:04:28.617Z,"109km SE of Kodiak, Alaska",earthquake
2015-09-17T10:50:30.800Z,18.4286,-66.2092,31,2.6,Md,4,190.8,0.30722383,0.17,pr,pr15260005,2015-09-17T23:10:37.040Z,"1km NE of Candelaria Arenas, Puerto Rico",earthquake
2015-09-17T10:49:12.000Z,53.4259,-165.9139,33.7,1.4,ml,,,,0.23,ak,ak11720944,2015-09-23T01:26:41.236Z,"64km SE of Unalaska, Alaska",earthquake
2015-09-17T10:46:26.000Z,60.2138,-152.5649,99.4,1.9,ml,,,,0.52,ak,ak11706749,2015-09-23T01:26:27.177Z,"31km SSE of Redoubt Volcano, Alaska",earthquake
2015-09-17T10:39:55.000Z,51.5597,-176.0593,34.2,1.9,ml,,,,0.47,ak,ak11720942,2015-09-23T01:26:02.650Z,"54km SE of Adak, Alaska",earthquake
2015-09-17T10:31:26.330Z,-30.9869,-71.4001,42.49,5.5,mb,,76,0.371,1.03,us,us20003kk1,2015-09-17T23:09:47.272Z,"47km SSW of Ovalle, Chile",earthquake
2015-09-17T10:30:26.000Z,58.0372,-154.9118,81,2.2,ml,,,,0.47,ak,ak11720941,2015-09-23T01:26:01.834Z,"78km NW of Larsen Bay, Alaska",earthquake
2015-09-17T10:21:08.000Z,63.2218,-151.3819,10.8,0.7,ml,,,,0.58,ak,ak11706707,2015-09-23T01:25:44.724Z,"119km NNW of Talkeetna, Alaska",earthquake
2015-09-17T10:12:52.840Z,-30.6154,-71.8379,10,5.1,mb,,89,1,1.06,us,us20003kjw,2015-09-17T23:10:25.326Z,"61km W of Ovalle, Chile",earthquake
2015-09-17T10:12:09.210Z,37.8441667,-118.5503333,7.7,1.36,md,22,158,0.1736,0.07,nc,nc72526081,2015-09-17T18:19:03.154Z,"42km ENE of Mammoth Lakes, California",earthquake
2015-09-17T10:01:52.000Z,61.7678,-149.7362,37.6,1.8,ml,,,,0.65,ak,ak11706612,2015-09-23T01:26:26.468Z,"15km NNE of Houston, Alaska",earthquake
2015-09-17T09:57:32.720Z,38.8125,-122.7853333,3.37,1.84,md,32,53,0.009008,0.05,nc,nc72526066,2015-09-17T23:10:06.749Z,"4km NNW of The Geysers, California",earthquake
2015-09-17T09:56:03.200Z,37.5813333,-118.8495,4.6,0.45,md,15,215,0.01838,0.05,nc,nc72526071,2015-09-17T15:51:49.480Z,"13km SE of Mammoth Lakes, California",earthquake
2015-09-17T09:52:30.000Z,59.572,-153.0118,105.9,1.8,ml,,,,0.47,ak,ak11706604,2015-09-23T01:26:28.765Z,"70km WSW of Anchor Point, Alaska",earthquake
2015-09-17T09:46:34.595Z,38.633,-118.7593,0.8,0.4,ml,6,258.41,0.185,0.0884,nn,nn00511181,2015-09-18T00:33:41.543Z,"16km NW of Hawthorne, Nevada",earthquake
2015-09-17T09:39:12.040Z,44.7561667,-111.4971667,5.78,0.48,md,8,134,0.089,0.16,mb,mb80098359,2015-09-17T15:29:45.780Z,"32km WNW of West Yellowstone, Montana",earthquake
2015-09-17T09:26:36.770Z,32.9736667,-116.6943333,4.744,0.79,ml,13,85,0.1344,0.17,ci,ci37244039,2015-09-17T12:42:44.268Z,"9km ESE of San Diego Country Estates, California",earthquake
2015-09-17T09:09:04.000Z,53.9815,-163.0698,6.2,2.4,ml,,,,0.63,ak,ak11706444,2015-09-23T01:25:43.966Z,"99km SSE of False Pass, Alaska",earthquake
2015-09-17T09:07:16.640Z,33.4811667,-116.4921667,15.016,1.65,ml,33,206,0.0697,0.19,ci,ci37244031,2015-09-17T12:43:02.492Z,"19km ESE of Anza, California",earthquake
2015-09-17T09:03:37.173Z,41.8754,-119.639,10.8,1.6,ml,7,191.09,0.14,0.219,nn,nn00511180,2015-09-18T00:30:36.248Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-17T09:03:25.440Z,33.4898333,-116.4801667,14.315,0.39,ml,21,138,0.07974,0.13,ci,ci37244023,2015-09-17T12:43:59.736Z,"19km ESE of Anza, California",earthquake
2015-09-17T09:03:12.200Z,18.9997,-64.6836,46,3.3,Md,8,248.4,0.42669976,0.4,pr,pr15260001,2015-09-17T23:09:51.588Z,"64km N of Road Town, British Virgin Islands",earthquake
2015-09-17T09:02:03.160Z,-16.3961,167.7471,38.2,4.8,mb,,130,4.384,1.04,us,us20003kje,2015-09-17T23:10:12.583Z,"46km SE of Lakatoro, Vanuatu",earthquake
2015-09-17T09:01:59.460Z,36.6292,-116.9358,6.8,-0.3,ml,9,165.06,0.101,0.147,nn,nn00511956,2015-09-23T23:05:27.348Z,"34km SSW of Beatty, Nevada",earthquake
2015-09-17T09:01:38.640Z,33.4856667,-116.4968333,13.796,1.38,ml,57,31,0.07035,0.22,ci,ci37244015,2015-09-17T12:44:32.890Z,"18km ESE of Anza, California",earthquake
2015-09-17T09:00:51.462Z,38.3319,-118.1602,10.1,0.7,ml,7,249.85,0.101,0.0466,nn,nn00511179,2015-09-18T00:24:22.662Z,"45km ESE of Hawthorne, Nevada",earthquake
2015-09-17T09:00:27.820Z,34.1053333,-117.3205,18.182,1.29,ml,66,42,0.09607,0.15,ci,ci37244007,2015-09-17T15:05:41.872Z,"4km N of Colton, California",earthquake
2015-09-17T08:58:44.920Z,53.2829,159.7483,68.14,5.4,mb,,81,0.71,0.75,us,us20003kjd,2015-09-17T09:38:54.574Z,"78km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-09-17T08:53:47.000Z,63.2478,-151.1461,9.8,1.2,ml,,,,0.64,ak,ak11706357,2015-09-23T01:26:28.015Z,"111km W of Cantwell, Alaska",earthquake
2015-09-17T08:51:31.930Z,-30.9594,-71.9131,18.28,4.2,mb,,204,0.371,0.96,us,us10003jal,2015-10-04T13:22:03.609Z,"79km WSW of Ovalle, Chile",earthquake
2015-09-17T08:51:06.000Z,61.5502,-149.4984,13.1,1.8,ml,,,,0.81,ak,ak11706352,2015-09-23T01:26:30.200Z,"4km SW of Wasilla, Alaska",earthquake
2015-09-17T08:48:20.000Z,51.7108,-177.2084,22.8,1.1,ml,,,,0.62,ak,ak11720934,2015-09-23T01:26:01.042Z,"42km WSW of Adak, Alaska",earthquake
2015-09-17T08:43:21.132Z,37.283,-116.0288,2.2,0,ml,16,150.08,0.098,0.1223,nn,nn00511049,2015-09-17T18:00:25.630Z,"77km W of Alamo, Nevada",earthquake
2015-09-17T08:41:47.160Z,-31.8053,-72.0122,11.1,4.4,mb,,145,1.173,0.7,us,us10003j58,2015-10-04T13:13:55.393Z,"82km WSW of Illapel, Chile",earthquake
2015-09-17T08:39:45.000Z,63.2938,-151.1807,15.2,0.7,ml,,,,0.32,ak,ak11706250,2015-09-23T01:25:43.256Z,"112km W of Cantwell, Alaska",earthquake
2015-09-17T08:39:01.410Z,-31.2416,-71.7525,28.54,4.6,mb,,148,0.574,0.71,us,us10003j59,2015-10-04T13:05:24.300Z,"70km NW of Illapel, Chile",earthquake
2015-09-17T08:34:52.460Z,5.1162,125.3265,72.61,4.7,mb,,47,1.956,1.06,us,us20003kja,2015-10-04T12:47:00.546Z,"35km SSW of Sarangani, Philippines",earthquake
2015-09-17T08:32:43.000Z,-31.601,-71.408,38.8,4.7,mwr,,,,0.58,us,us20003kj9,2015-10-04T12:44:04.561Z,"23km W of Illapel, Chile",earthquake
2015-09-17T08:31:17.690Z,-31.2089,-71.7632,20.16,4.5,mb,,120,0.544,0.83,us,us10003j56,2015-10-04T12:09:22.322Z,"73km NW of Illapel, Chile",earthquake
2015-09-17T08:25:21.000Z,62.7173,-149.0826,53.8,1.1,ml,,,,0.73,ak,ak11720932,2015-09-23T01:26:00.266Z,"68km NE of Talkeetna, Alaska",earthquake
2015-09-17T08:23:58.560Z,-31.2518,-71.7467,26.04,4.2,mb,,165,0.996,0.82,us,us10003k70,2015-10-04T11:55:35.698Z,"69km NW of Illapel, Chile",earthquake
2015-09-17T08:23:35.200Z,-5.9648,151.5454,11.15,4.9,mb,,114,1.866,0.57,us,us20003kj4,2015-10-04T11:39:36.954Z,"161km ESE of Kimbe, Papua New Guinea",earthquake
2015-09-17T08:22:15.055Z,38.6649,-118.8032,10.5,0.2,ml,5,308.98,0.223,0.131,nn,nn00511177,2015-09-18T00:21:15.926Z,"22km NW of Hawthorne, Nevada",earthquake
2015-09-17T08:18:18.000Z,59.8426,-153.3421,128,1.8,ml,,,,0.44,ak,ak11720931,2015-09-23T01:25:59.235Z,"78km SSW of Redoubt Volcano, Alaska",earthquake
2015-09-17T08:16:41.250Z,-30.9736,-72.0227,11.48,4.4,mb,,178,0.447,0.85,us,us10003j5n,2015-10-04T11:34:27.229Z,"89km WSW of Ovalle, Chile",earthquake
2015-09-17T08:16:01.000Z,62.335,-151.2127,82.9,1.4,ml,,,,0.39,ak,ak11706203,2015-09-23T01:26:29.442Z,"57km W of Talkeetna, Alaska",earthquake
